coda_row_id	arda_eid	matched_via
i-0d7f1a21764b046828e759688bcacf18025533e8e5465ea10b96f7d1e7e362fe	6e49660b-7e60-48a1-b1bd-e7f3583372aa	description
i-9312f3c50f3b333e3482798333c33c22edb77aa6c6fd76d377c85f756039b1a7	982a56f9-0a7e-4607-8a54-276be19e8b46	description
i-14127b7705ad525078c2ff236b8ede20067a6b1a503ae1c06d4d762f7474c882	16532cd4-c004-4535-89f1-69a0a16e5a86	description
i-77c8e51bcbe160a91d89d1ddfa9a892e96ad482f603c5bd918a04780d09351d3	7b952c46-7ccd-4bff-8ba9-f14430d5cb67	description
i-c2c5acac6367d1540ef27f1114a9ed65727f679e75dc822fdbb6279ecf09620d	ef79008e-0198-45b5-a156-45fb15d20f45	description
i-fa6d9a37b53a343b4c71068c1e529787cef5957c556fe93211fccf2065690961	3327249b-a521-441f-bca1-d5812efa83b7	numeric-base
i-01a38e0e5a38d14d7a41a1558855984a309d200a3c5f5625095390ff2d25acd1	a9ba0981-8b76-450a-967a-a92e3f596a77	description
i-974676c1b6587ff5e710625864812d6c268142800ec38857c76d4d7cbfcf38bf	bc824106-9ba0-45b6-b95f-681977b8509e	description
i-ec27b505b7676ec948227abd11f6774b1df6f20949b6b1108382b698cea43f40	3df5b45f-4271-4a11-b36c-559b28e0100f	description
i-81a89e5c76ffcac2d483e35b4c14c748b1fdccb5855b8cad6d3f89456c3bd350	4bc29e9f-ee35-4a48-8cd7-c73b1e7359b5	description
i-a19c4c84d6607b095e9f16ae7797453d9881a5a3c9f7bc54084463219a8ba537	3dd3cd46-a992-4318-af1a-30e136994ebd	description
i-c2a246f044449725596a57b8c5825e44297a4ef939c065950ce4695efde87e02	7eb60815-5d57-4fbe-a14c-272c8fd321be	description
i-26ce10ca905ec1f688bfe7154a12dcc8e77b5b190688cd3c232e05387b0d44ee	6bb0a743-f5e2-412d-822e-802db3a25525	description
i-866c45611d7a648976504761f49705faac97990d5972f208472cf5836d48b652	638e1072-abc3-4edc-9af7-07ba812c830f	description
i-0989714a8133b65f6831ede633f711d1cad42951f7b649e58f739ef797e9c75b	3c4be116-9f59-40a7-ab4c-a27219506f13	description
i-010dc1d206ef27ae3942f5179e6bbe29f1eb6041d5664a2e2eaf9265e841f775	2e44128a-9c07-44ac-b6a6-e8bbc52a529c	numeric-base
i-900bc607be6351e9dd439da9d41918b4f7e9b01078b6b62aa52193090f733bb5	d472deb8-ea50-45a1-b91c-f023909c8e51	description
i-0d79d9b5f3f22fc6662d4233a003de30f7633993525353414ca4e918e6591500	c6d64c81-12b1-4bf5-92d6-66c72e31a60b	description
i-21c36d2715def6d7c9f641236b883d64a1873ad25a31a44c418e4a768c301d7d	8e4eaa7e-16f2-463b-b5e6-221f4a167130	description
i-5098f32b88d23e2b9196bccc9ab1af9964aeb39f5b85573e387ac698bf9bfd19	558ea823-095f-475e-a2eb-d33ebeb3b6a7	description
i-b3e511ab51e13f1098b6742d1291deaad28b8b76d8417ed5ebdd6adb5eac78be	b61b2b1a-04af-435c-8ca5-128061761d8e	description
i-614c48d731467c18d8fc47bd4be1769c31250938416ae29497b6e52f08ca5e1a	8adcb828-f41d-4d3e-a83f-1eb745db482d	description
i-956f34fb66e344170485ff96e2e28a205c7033b88a9c1d10d82b9dd7ce8f3a46	4884f40c-8923-46e5-8ca8-83c5c9a8429b	description
i-cf7952b46e9c52103d9d56fcd6826bd4dc00d984e49d20c231bb9faf1edfb725	4b2b5736-7344-405f-8d6e-da8bee826f7b	numeric-base
i-899f656887dacdd9f4785bd3e6ccb716d962772355cb75fc41e43469d3a5ed7b	a0f2753e-9cff-486f-902e-5b7b38d1e542	numeric-base
i-34ea71afb5770e7216ba85dbd845d73961fb0db152baf5a2143b544d8c694ce7	dde8fb27-a627-477d-be3f-59562ae052f6	description
i-6544ddf6e4bfc941fb5376ea832c937a323c82deb967a796f6edaa09dc27e8c8	36d9a964-e50a-4fc8-8d50-19b9d204b7b2	description
i-295dea5437e99e2d9ade233736d1a293753899a3eeeff65ac7c5848accb211b6	59df69ea-7185-44e3-be58-18adb59e2c9d	numeric-base
i-3f13f2216386cbadb7283d8bf14097e4ce989b097380003c50a1a921ad4867a4	73d1b1af-4d80-40f2-a080-765a9b0cc3f0	description
i-3929fcf35838c7217c8b1db4d2d9e531578c38650fba9766b85a0ee22dfdb8bc	1381e02a-8bde-4b60-86ef-8241f1cee89c	description
i-94ea21d11ecd00502218d12e3f4b09411ef4acad34cd447031072ae852be3fcb	595f5ebc-712e-4ccc-8b26-572c183255ff	description
i-24a97bb8dfb9d316b4594a3efe842afa6612c790762e2271cdd9b801e0b9d82d	8c72361d-903e-43d7-ab57-1a7ccf0edc24	description
i-bcb8f13b9912eaab5a29eb97ce14756f19ccb3717fc787efe0caa576cdd5ec33	4e4ada89-90d2-4cdd-8493-06fca49e1522	description
i-ffd7180c59274d62e62e62e6209986076b2ea06c9014a6d0ed3acd26f703f26b	75cc2cf3-52f7-4f9f-893b-5fffda16055c	numeric-base
i-8c77f149b97de64927e0cc1bfd26814f8c02824155fc805268e742e691745f6e	92c2e25d-f190-47eb-89b5-12529e105ea3	description
i-a44b3a79fd25eba7b2fae102e58f7f150d5de10354a75ffe35a66173d57d6a9d	fa552477-395a-4693-80d0-55e5e1135cb4	description
i-e70a260939b5fa0e6a48a2ae240fe2b7eaeb9b87f23ed4060a244d97b5ebac29	3bb688cf-c123-4e99-a753-ab3d5cb5de03	numeric-base
i-7ee29b9648a4dd77f9f448419c4039da1e0994d5756e5334eec8993f9204b838	488d2766-8696-490b-9636-4efc81b49d7d	description
i-bed340f8c96f7ea596b23c5dfc7392201750cb6b12d66275697fe851d3b6e945	a04188fb-1654-45ad-b740-312cd1115efd	description
i-1a54172d2300bd45bd084e1cf95788d3e6e46f4219e3c3787dcfcf8ca75b5f92	2447258d-624c-4775-bdbe-0df9db9e7eec	description
i-d929103f4141203111753261b26587cc112b3fc7cb6a3e5f5648e9771cbc91c0	4f7269d7-d4c3-42bb-a703-6995119e7a71	numeric-base
i-b78b0420e626032534cd0672f9c0c461d4c1250743dc17a403764b8163bc6590	270db195-8c44-4b55-a61d-989ace16cfac	numeric-base
i-1ef2e2ea1639d0d20bd626ef694e02d6b573262a16635c1206cbb2ffe6cd558a	45740ce0-7f20-4753-84b6-05a966f62bd6	description
i-c91f23cdec7d1caa0bf3762491980852ca8a69fe330fa773e22c59a9abf53b15	2a61b181-301c-4960-afe8-969b367cf133	description
i-8585058b5efab7be9933e291f86780d7958c3e4c48c86ee9437b97d37b727dd7	eac516c1-71bc-4c7d-91e1-6f55aebdcc0d	description
i-75c0d8a5291165c33777b42aafd7df9208a567f8c8ebe803c8e6028e7b31bcc3	c01038dc-4922-4c8f-a358-e930bb73f706	description
i-79fe670a6a000956cc17b2334cb1db13cc95f9396be62385fb9a32369d8afe85	741636b4-184d-4725-a1fa-38b5c1e6e1b5	description
i-8ba987415c5997c326b92393f612a9b558e57f5de0f92c139c8852e9a7043e63	cc19e9d6-6dfe-4bd5-bb49-8eeb830a6ec7	description
i-da0ab8e6c125e8563714ab230dcc361728c79785adf00f85eddc0c64343ef84b	b0f4c748-976b-40f6-9349-84f87aaf6995	description
i-82684460e53d7da89400d62ce0fa007d223cd6f4317d6e0ea4773d95b352899e	7e1a0e87-a357-4108-9a77-afe1aba3d2de	description
i-e53bf173b0e2e0c1c7c80d04210fc7d980f660532ddfddfe92948f3d46be7114	fad60198-22b6-4956-bcd9-8374cc615d08	description
i-e58f51cb075e6ce6208be887b44e2bbf9061098fa6397624223ff04ba420bbf9	fa705c9d-533c-402e-8c75-7fe088e99ad2	description
i-158810d4123956c4ae558ba98c93cf2f412a9d8dfeea2382d8d486ac63c56805	b7690587-b216-44be-b679-8ca5e4e50193	description
i-5b5d1adedaa513dbede7cdcef1972c0c6de46a0d90b252a96d4c5f48ac57bc94	05a83457-f1a8-4c15-a021-701d31dba2fb	numeric-base
i-a1213a3a12ddcf5305e63bf30243903395eba816e92c700615428c96a274dcf1	9217dd42-55ba-46e0-92e9-ffdfec666f0f	description
i-c7519030d23e3f65519aea737a933d50d8471bca810cc0b35b7f004dd01fb456	7b6f2cfa-029f-40c1-9e91-f2c5b9d264c2	description
i-2fa627c39db3a8f746107af5b68a7a32dadad7f0a02666c05dc9d60d8cc41fbe	e83a453e-cfe6-4717-a5b9-8e1cbf3f2002	description
i-d2c786be28b719fb9dcf1668784b811ff477d3858c341235d76dc209fbbf354b	b1bb4f83-60e0-4eda-a79a-0e115a277245	description
i-8744bdbec710a2b18dc89db8541dc9543af13a92e23e138cc799b8cc6319462a	ccb062ef-bb67-4423-a20f-faad706a3e96	numeric-base
i-5ee96d94c6a5475310d4d5fe6718a28ee37648683f2c830efd245fdc942e56d3	3d6828a9-7fb7-4d8d-a384-958378bd0c7e	description
i-620729656cba85f132bd45cd68e404382eda26441dbd713c69b82763717562b2	68155b72-19a2-4d82-909f-c84161fd6968	numeric-base
i-d0c6282ad5a945d7e8d50423fb0bb0fe7e91f757887cb38c3ab2046a7857eb08	4904933c-c9d1-450c-964c-b3eef35566c2	description
i-0885f4d3bce5c54728348ff7a864111ae11dc8badd08dc8d9e47c62782538924	7391accb-af6b-40ef-90c2-69dc19fcadfb	description
i-6fef38a105af55259821fd139d01fd97862969f759e7457ed0ec3e7b248378b5	894d81f3-2f5b-4884-87ac-2406d7eeb427	description
i-7e42b2c99accc1e21d5519465ec74238f6cfcc6be0d952950431d6ec86c6ad08	093717eb-774a-4a4a-9b48-e920ad9a655b	description
i-7bb38c7c0dbfe15de887dbd1c2b398a19d1173b33f90b1a88482f0b4a1491f09	1d7f56c1-d27b-4e9b-8a28-f95ec9ce2da6	description
i-0656a3d1bbd25640bc80dec6f0ce860aea1f544fb40f1d07513cffffda20f966	c01038dc-4922-4c8f-a358-e930bb73f706	description
i-3693310bd80ad96832a1284538da6de3c78142449e1b411645307408dc731d14	8312638d-9542-47c7-be70-60fbf7509ba1	description
i-9bd58b0f65a61d54e2c1518647339e584a6e977b9ccca56869f9321c27cbde1f	e6725ab3-ce74-4353-9246-4d2837d4e59e	description
i-334be53fb364668503e0cea59f416dc1aa9578f5fd1183563374bcf34d80b57f	f10ead73-f586-40f5-8b4f-7da31d3fb8dd	description
i-a825805ce8e02eeab12d6a64914ab2c5572c012af4e08b2fe58e042c691f54e8	550ae9c6-9c76-4c45-90f7-a7f57ae9c2c4	description
i-8d115a1c51b3442aa9f5d8a2fcc63c671430874899c8fe8d9c71552e8a5322cf	4dde8135-a550-46db-99f3-245d8d5ec5cd	numeric-base
i-1a108d7c7eae2ef3aac4d25b8f3d3fbedae51f32a949ce4998c16cfd74b01844	5118fdb7-3359-4e58-bc95-289bd3e7857d	description
i-6146509b4b6e60d4553ec60b0fd11cfbb7ebcb634488851d911113855a1d4ebb	52b2bd77-84df-4bae-b616-e7bf241ef094	description
i-bb42c0b898bcd3e551392bd7cbfaa49e4586efe6b3d5ccb516af1fcef9f275b4	7a53056a-6c00-40c9-82b8-b2784f4578df	description
i-f408841ac8fb9038465c0111cc6abcb4afe6934fcc494847364c35e697f30140	c08ece1b-2d35-4517-9913-e4e9af83b9d4	description
i-fa4d8cecb14b28036ab7e2b23c02ef17fcb76402be4cb1a39b8848a641fa272e	213fd0a9-d7c6-41b9-8c9f-f53096e6002c	description
i-050910beb250d8a50998db422d642374c987e8b576e0aadd4e50ddbcf1bb600a	8c45e4b5-47e5-4ece-b670-79bdad1053c7	description
i-2213c779c889563dda13956507e435dd1b56160c680ae06a5aa58126d46e64e1	db630090-f1b5-45b8-afd8-49bc7816ec6f	description
i-62e59c2f57706f4410ee579f064f483d7a2e7a782c381aa87ec24578a03e8402	6cd80388-cfb0-4892-b78e-28773adc6360	description
i-a3a0dad533b8f8b17ce29a9a8816d0b2f7ee508217aa52a52faf4d53b57bc655	c3a4568e-bdec-4698-a569-eb5730c7953b	description
i-e28b471bfebb72b8b677404f0320e61102297245b153d763b3f7decb0ed7415e	2a0138bd-1151-42bc-a410-cf01a903322b	description
i-633b825a375d763c6142c128262a8ab239900d436b5bc34fa1adb6e16e63ca43	c62e9e9e-7777-47fe-8fcc-1fc6475c2a4a	numeric-base
i-849fcdaf9a4c42174ae6cfd60d20a046742d1a7fa32a66c86cad21f33cc9edcf	d210a5fd-9900-47b4-8e0d-38e63aa41459	description
i-431152a08646c952aff4146ff1f63f9d594729fca4793578249a5a4ff9a01310	b0a633de-9aab-43a0-a786-a9987edf575f	description
i-2a0f740f690fa07fcd8ddfc60172c0f817e529087b953e7998ddc6903a59d5c7	adfe4e55-1f8e-4e86-a6a9-76fa668af4eb	description
i-d5d4d8ced7a72b30fbeb6309c8ffb231bba30b1615c1d874f518bb8ba29ee905	9b7a7f75-9191-4e33-875f-95d425e71ce9	numeric-base
i-150852185943aad4f998cf8126a0b1063579958cff024364da3f485e545e0135	c01038dc-4922-4c8f-a358-e930bb73f706	description
i-0425b240319ab0f99ffcb81918c0a1e6499104eef509686ae2f47cc23a519ab9	e92e9936-2de8-446e-986c-4a9741e48ac1	description
i-9310b36949fbc6624009dc5407109baf43428a1125350503265187d9a2fbe994	5a1d1720-bf02-4cee-89ff-4d27a48bb9e1	description
i-41df0d54dd267ce99a1ad22d6db40127eb8d271507b08a2f1c020182ac7843a7	d65ee2a0-06b3-4d93-9a08-0e638f957bdf	description
i-131a2467a4a3e86eb5bd6d4bfb947dc7091c76874771374b50f0ea4bbebf038c	26d58b2a-2b42-48b3-a72d-ec724e2d34db	description
i-afe4606f9ef0cf8dd9f06818fd282c7ef0fe10bd069eed30307772ca85e5e392	b58cb66a-da20-4cf4-9902-7f34c42136f5	numeric-base
i-ae75889165d4451bbee9812c323277c4c8742127aa5b7065c005a3756fa21638	9196ea94-b67e-4b5b-ae4d-9d75fffef1b2	description
i-cea656c2e8fe84a1502d6b6a3ea5e98835811a0993cdd6a8ed4bebe0b7468d25	500016c3-af79-4185-a095-e1035740f0ac	description
i-f40057453ca8ff42243ca4b88e7d640e5f160dba6afd2ac48b4f9b7dc3bb7cad	1205ebbc-a8e5-4cb4-9f39-fc5fa9bdf55a	description
i-0bb1d3161fc70ff867107531ed2e441dd9afd2c4fa7fe1194d87e6da39495c5b	34c1356c-8b35-4bbb-8763-fc5b04c26b18	description
i-50595a6c6b515b5bfc0dfab8133a00d65541432b58104952d5766a04590adb23	bb66fb27-5d47-4d67-8119-be0fb1707658	description
i-f8100053543374b2dce00f9f97357f311ded4378d79606ea0fdc7b6dd759cb89	cc64616c-8430-4797-932e-b87a475763e4	description
i-8dc89c5d183ac0f502e811a80d87e5e0fb53d43cb8ca6192c6cce72139b80246	412a2e70-4a0b-4398-bbda-e27cad046d10	description
i-f57d4187dfd027b012a666880820608edc4e911beb7176dc625f9e32b940be77	9716ca3e-8da5-4a86-9669-629f69812b61	numeric-base
i-76dca56eb07bfc245934518e4483e7f7e9ddbeba69d711e5946de85148164600	235f7984-051a-4f5e-bea5-0ad0e0eb3e45	description
i-0639df0900f74af1676e1fe8b4affafb5a75eb3d0bc64f7e86ef1616063dc23a	bf374519-256a-4290-ae2c-7fbd965131f6	description
i-dc14b06b53d3ef3cd9d453f311e0b5ea78b2a83b05c8e3f01d951667f97506c5	c3779d0e-d3ad-4638-8c17-fcbbd2e5f188	description
i-138d1f39b1ffbd1754c44425f0b1b3171becf87c0184f38b589ac7c881de3b1c	c01038dc-4922-4c8f-a358-e930bb73f706	description
i-16c98ffb6f407e3c6062c1029b826cb6b22d1faa90a49221009bd27934b07ada	9d9a6ab3-c4ae-4570-b73f-2ae5bc38d641	numeric-base
i-eb82812a626160da4f755108b415cacf4f3b1da76586182a9154e2f1830a2c4b	5ee4afa8-4dd1-4a77-86d1-e94c1defec6e	description
i-5d80166212e93f6b6eb3c28873778037547c694beeebd0d33ce6844c2b855568	c01038dc-4922-4c8f-a358-e930bb73f706	description
i-c0676a5f3aec125a351b2d056aaae1ce8f0ec6dd37f60eb80ed5cca40c4a545e	522a7880-70e6-4d13-9df1-aee88e61db32	description
i-1d8b5b36952273385aeeff41e7d6c815119c744fe63e753d58bfa29352a2c7a8	c01038dc-4922-4c8f-a358-e930bb73f706	description
i-4e92888d35d40aef004ecc34c8639c11159864b7e9c13e80e3542294692ddfa8	bd22c28c-a8a0-4277-b930-c1595fdfa0bd	description
i-ebe5b455a234a2128a937f6a79e6326ce994b47671c32f59c84289e0e4873cda	9e65e777-d3ec-410e-a917-c76cb48490de	description
i-8c5f088186b383c615ae0ce8c53c7a0ef1b058891dd1aa40b8c0f91177f4459b	e357fadb-f42c-4c66-bdb6-d4f6a48f8b59	description
i-555321f82c3d2d4bb1f1e081b55d46a8c4fcb47be79f6558ddf0942ccb8c6ef5	4ea398f5-312f-42eb-8d14-128096a6ef3f	description
i-8fda13c21a194091fc678b6061697ba8d1818b52d315f442e3d7610b7b539406	ad4e1f7d-9d7b-4905-b1a9-3e3e36e12918	description
i-7fdb70410a9a4038ce6dd00f8546d162c00ca7c873397d4741eb954756a4b28b	50a0bf4a-b167-4897-bcce-50292a71b679	description
i-600f67ed6b6b4e99e33dfab153ad0d6bf05f22d9d45b21f638809a955a15b218	21f517d0-9f66-44e7-9c41-e471b9b37904	description
i-0f699b128ef6ffa33e559dfaf75f00e2a2ea7d08a08f2ea5aae801576618928d	94292a9b-7da8-4f49-86ae-d5314fa6e5ce	description
i-88f0e01c65c3d806c78e542e8d20c17cb3cbece73ad5694725c292abd3c8ef29	acf7d4f3-1d06-4e26-b849-0246910dd069	description
i-1b65da71ef8bff2dd056f07d41d4fa83201d736665c83fe5bc3ce75c82657365	3473b070-5d2e-4ba1-9799-2e3450634d90	numeric-base
i-284df61f4a0b384f7088c2742c3dfd5c581acde3cef59e15e609b8202f138e8f	e04e6b75-d495-453d-8815-3cca5bfb1b9a	description
i-0aae1114384d68427b6e874225d2ef7c0a3bf30c9e8de7024dc477f2aed1c2a2	bbc0175c-b179-4830-94c8-9bf6d48ba1e5	description
i-61d495980fb4c83756e3374c035eadcf03dc263e65406d90a8d1379c3a880a74	3b9fb56c-cce3-4109-ae6a-af4eb73654f7	description
i-6b7207102f5834de5f82b878bbff638de0ff507d07c79cce13ee0e3f7e74bc72	c2d37f38-3201-4122-b42c-ae7f8db274ed	description
i-4f1b9e165a5773943d8888cd9e6f6cc3bbce10ba32299ca8a674a74f0dc0e387	fc2dd68c-4371-437c-b8d7-25a7a98d31f9	description
i-c4644768d6c8b647a0604a245520d4d8b6a493432442fa216470761efad97d31	b6af3556-9761-47ec-8f1a-2c5ca1bb0a3b	description
i-612c0b0cd65458b6a9295c91d39c091b29858a62a27e6c5e6dfa5d6aee76df5f	bfc4d25a-3c46-456c-8fb0-0c9b5bdc0551	description
i-36414a8004d36c482081313b3c4bb577c9f16c655269e58dbbd07f345aabc305	767b6206-3011-4609-8cfa-73a80ce67bfd	numeric-base
i-06179bdee23307b8553c1202e53f54de25777d7f194a375f58ca2474b52b2e75	251d7533-3945-4918-84ac-771a2fd016d7	description
i-a3645ac065285b42b4aa739a531f207ee017c49075fed75c3ae597f26d9a940c	e44ffa23-d285-4446-b6a2-4e4838907936	numeric-base
i-85c10d4e7ffa8224e02f2e8ae5f9813b57f1581817847868fdfdea22b82123d7	b0d03a67-ab64-40b9-8822-3739a78ccba5	numeric-base
i-b9f20abb606d9eea0fdcb75f1031d598fa09a83895ce177b54a328934cda1f14	1411dd22-5d95-4344-8e62-1904df72674d	description
i-63e51ed74651e90c6b7d68473a0a452819b01e665ab3d1b4175ac825ecd06a38	4c8d0dff-acc5-4d9c-b263-d4ae010c8649	description
i-3d1c74b3a6818c86cce17ed13104226d6206e92d71441d98fc1299bd291727aa	89028af1-dfb7-49d2-b5c6-aa4297b1b295	numeric-base
i-4773bf9bbbfc79f817afdcf2691165f6d2ca6111d8e325eb9a8281199001eb9e	e6e2ccd1-645f-4d06-a16e-5fec8a9a3be2	description
i-18303ff772a85d27202a30116ecb42acf63fa85c93f18831147eca8934e7bb22	102b2415-0b13-488e-862e-7b9e5aa233ea	description
i-0e87f123ba035b4213584c5da9d6c6965f294a8a64e004356800a69e9ce1d9b5	d3f399cc-6bd6-4232-bbb0-caae89e2b762	description
i-eb5db368e8b3961f97ab7eb4933d91adb7e7271c6af8af4c88b28a5b0af87cc8	43fdc2a0-85dd-4571-ac9c-4ab59245d553	description
i-789b5e1e397d06f30fe47f96e300c43243e4b5114ec7b4676d191d4212ce5104	da1b1fcf-fa4f-4e5e-86dc-88e1c173aaf7	description
i-867f7a9c154841f1cd674494768776eab0674dbf85413b1a65a538641adda5a0	eec1a46f-0318-4d5f-9511-0a27bf6fd3d3	description
i-6c02334e83ba28dd30b6edd1e3c22626f8ce28b858eff6e21f412a43f67999ac	a2da461e-9642-49c0-a07d-7820d60f12c1	description
i-f4afc366807942a152d9a99c30d13dab68c0d596d8e1b16ea43afc04224696b7	48e92066-12a7-468a-98c4-9780c1d0c367	description
i-5ca1efca3ec896482febda5816b5a20ab82236be0c116979ccf192712c75b294	7471aa82-2dc1-483b-980a-4114e5371114	description
i-ac04aeffd433ef3726c40abaa9ae406c237b9a5b8f5c7c40a7ca886424c7b7cf	62b03fd8-47ee-49f7-8368-d1b085b93c92	description
i-6d516d2b1969d2f79f31d56e5dcd7c07f29925c8aec1affa75dbb2dabceba8b2	82d1148e-59bd-40e1-a870-0758e4fa42a5	description
i-3b095f660403283f27434d5a8bb2ece886eef2766cdff39e682a316a2b249e66	9385d328-f109-48a2-9d4d-37902ac53e33	description
i-8fd67ca7c53954947afb33674993f03897e22479d32af656e647cc2380092bc9	359e9e77-1380-4c4b-ada3-306f1e7ef784	numeric-base
i-5cc2eeb27ddf928a22f5bc2050701fcb2f1d1f936603e37a77cc5cfa53c259e2	9e993b7c-0006-4807-922f-1e74bb2a62ba	numeric-base
i-99f145eaa7dba1c2559ff682ecc4e666b89c6bce93363a60f28b4ec57dd2651f	6b5d4394-a071-46cc-9b73-e71e002e6137	description
i-87417ce7598de2831404f15cd2c8395ea1ce5e1c6e05162105897457e502dd25	45ad4270-00ee-4824-9da0-43fa086a03cb	description
i-bbbe5a5f756404c1eaf3064191e5ab747597841e6b94decea15a712557edf249	57069517-2d33-44f4-b2a1-2b261911c048	description
i-393d363c1b9b8b94f8fd34de3ffb583f35b8980e1c7099487ccbf35607d2a9ab	ac6a8f25-6de3-481d-b516-0f3cb4c6ebeb	numeric-base
i-8c524b578e34fd62971b26d097c3aef53a1a49d0c07686d47c2a88c9dd441298	302b1c96-c12c-423a-8704-cd11c1f0e1aa	description
i-5ece40380ec7c65359e6a90c8abe2e42e1b8f66f1c71a56db16250e68e284787	2723e46d-a4fc-47d3-9441-51c08bb39e27	description
i-682639efa8a41f8b1ae2dab90268cb99cea0eb7dd79edb47110396ba5aa19d7b	7a296f41-85cf-4199-ab90-c602c2103a1c	numeric-base
i-c73be9ea1a610fdf8367089deeadc7586f574bf2bb2af2589415f2c7f22ac3e4	23c40eeb-0a5d-4d71-bda2-51b8db83b151	description
i-6cbdc4590b492ee193a5327296b9e701a6e238b37420e5549a8160f4a602c5ae	9d7d6ee6-4612-4577-be24-ff3a8597aa0e	description
i-a181d8e09054c329bd6ece4aa638c6db18529e0ebe64778d2e98204b1e2f3fbb	45c8094a-7658-4c73-a871-96f3365f893d	description
i-18fc33e8acfc4e9ad5fe5d84d95730c147dcf683107e89cf1b3c03ad38a46e4e	340af5dc-9aa2-4c99-b266-4ec060d8c148	description
i-e54fde244c6380d5e4211246fe768bf554733187df880e853e40386b8e3bef90	4ff9461f-52ec-4a57-86cd-b0aafe687efb	description
i-7b35ccc301e27013e3e39b69bda231ffda50338594279002614cc5bb0a5882d6	7d9340de-044c-41de-8c26-9c3443e277f4	numeric-base
i-78471cb598a6b80dfe7d9cb11c1470191ce33c4f86b0ef57f92de8bd8c8f82d7	05598d33-4e7f-48aa-bb9f-d25d83f68a1f	description
i-6b0425629ca10fe060a212c050360b62fe78174d860cb4070cc996419910ae7b	1af340cc-49a7-4c85-a8b8-00b5bcb696c4	numeric-base
i-3dd0bb915bca9fd0fda14594c0e4d510263307e7042fea9e5ac56b2380910e36	61813bfd-8287-4bc4-a911-0f1a667b9dca	description
i-a77fa2c68130d619a8cd1a06a3fcc661f80955f9543a6371fff5505ccb3bd606	0c23332d-6843-49a3-a7cb-3a430b0e7419	description
i-c18dc99cdc2d5d4a7e10cca281fb6608fba28d8f20464b8e90d8df94d0a9a0aa	c01038dc-4922-4c8f-a358-e930bb73f706	description
i-33217cd0560691f901169ab44b274a5bbdf3f6e0031f9d91720d9127d32f2478	516c75c0-dd47-449e-bf8d-81f00073d955	description
i-820b99b6f97addf6cdc8232519cfc1dc4665a9921e0df6454195501e16671430	99c5c7be-2c16-43f8-b05f-8c61760c1045	description
i-556e8ebf6a56ce0f83b3218fc84edc5262994ad33fc722959f06ba8db23802fa	869d1d40-6933-4465-8fe8-e9455a7d2a7b	description
i-d074cabe4cfdbc70e79bfefade835fa3e9a539a18a01a164a12d3aa739b1e9a5	c01038dc-4922-4c8f-a358-e930bb73f706	description
i-cae142549981a42cdc2ed13aa2b364536d784560700ec40c13303ddd07bbed01	c1babc79-d530-458a-8f0a-2c4fcaec9787	description
i-d595a6ab887d60bbaf621595a932fc1b6b812fdfa08fa471f5ad6b138409fd90	038e56bf-7fcd-443d-b519-1ab27ef5dda2	numeric-base
i-21eb8f90fab4025549ef7c53af7c94e4d6cb84ed35cf1a9f0e13e2a69b3e270b	831fb781-067a-44bf-987e-7652e7e750b3	description
i-709d0230c73fb0143e9bb0029144f807ce25f74c9b06d6c4fc26b3e89c66347a	61a2eb56-9f3f-4439-9498-66d6b8b59faf	description
i-447a9507b3050a973dd927847e889529debe199959207d09b8b74bdf8c43e5e4	61550535-2c41-4b10-95e9-b8c70aa07513	description
i-4bbbbbd6eabfb43cd79d16aa7ab0686fd54011adbd622b0be3d02e40c6524127	fc58da8d-e64e-4926-b35f-c22655836bfc	description
i-35aa886a7ef435ee3ac235227179a231e990e12ca6e8942ead5ddc43fd0ff9d6	c01038dc-4922-4c8f-a358-e930bb73f706	description
i-853386f31a006777fb9369e6bad593f6de2a4c82d7b4a3f686df5585f114e59f	dc69911c-35d3-4804-a9d4-451ad21b49e7	numeric-base
i-759511981aeacc8c14cb4a761b873e397c026081716f112c8c6819429cb7b6d8	1d4d1fc6-737c-4652-96a4-86d827e356a6	description
i-72abe3d1c6fe50c61332aea3c9c3a94beede55d661db37cfbe1b243421c2ff2a	03892d37-d10d-4e2d-89d3-08d328c8a053	description
i-1920462541b8f37080ac6fb69b4f96414efd04809d5d90fc550123121e4ea4c7	ad919b04-5d1f-432e-a749-00388119024f	description
i-9141f26217f007eb298792065976a142843c5681b320efe8b59b917b928f57fa	6d13d7b8-9831-4d64-8266-3490c0c17888	description
i-19c4c9a65a3b4534d29f53f59d9a2e30492873c18c847e979ed0fd192e61dd5b	71811498-de12-45ac-bacc-36ee7480fd8f	description
i-d74cfbc7bd0a8886a1e5550d200d1fc0d5c3ceae2c01faf11093baa7b8eb8556	a2313734-f047-4745-89e9-e6e70a5f7503	numeric-base
i-38e512c2441b230e6b3d2a87359cbfd0545007e4278e3254b185aae40318fc41	c01038dc-4922-4c8f-a358-e930bb73f706	description
i-6e7ffb47ca49e3ff10baab5d9c1647b223f4a432f604cd3e5bcbfbf5cf6d0b03	bcaec306-fc28-47af-8dae-29346e7ccf19	numeric-base
i-c769401b5ca304e1bc34e03f90bf30465ed5049b751c01ed5a909f66a4cdda9f	5edfe0f7-d2a4-4b9a-ad4b-45eec9f60323	numeric-base
i-cf571fabf80e6956a5514441a61e4d852e6d4ba2fcafda6b72cf66225cf2e8fd	9a01bb09-e6a9-4dae-a9bc-4e0977678d39	description
